UniProtA	UniProtB	TaxIDA	TaxIDB	PDBSources	Domain	Date_after_train	NumResProt1	NumResProt2	DockQ_AFM	AFM_Score	Ires_Precision	Ires_Recall	AlignRate	human_MSA_depth	viral_MSA_depth	paired_MSA_depth
P12497	P62937	11698.0	9606.0	1AK4-C:B;1AK4-D:A;1AK4-D:B;1M9D-C:B;1M9D-D:A;2X2D-D:B;2X2D-D:C;2X2D-E:B;2X2D-E:C	Viruses	False	146	165	0.003	0.209993762557775	0.0	0.0	1.0	2047	2047	3
P01857	P04488	9606.0	10299.0	2GJ7-A:F;2GJ7-B:E	Viruses	False	205	171	0.0	0.2873678988040522	0.0	0.0	0.0	2047	159	0
P23827	P48740	83333.0	9606.0	4IW4-C:E;4IW4-C:F;4IW4-D:E;4IW4-D:F	Bacteria	False	137	34	0.093	0.7332072201041727	0.3437499462890708	0.4150942613029695	0.769	2047	1912	0
P01130	P0C2X0	9606.0	11279.0	5OY9-D:A	Viruses	False	37	408	0.001	0.2545282583672973	0.0	0.0	0.995	2047	293	3
P63000	P74873	9606.0	99287.0	1G4U-R:S	Bacteria	False	179	360	0.895	0.888456095483338	0.3299999670000033	0.6734692503123979	0.998	2047	2047	214
O00571	P68466	9606.0	10254.0	3JRV-C:A;3JRV-D:B;3JRV-E:B	Viruses	False	9	144	0.003	0.4469852801008186	0.1111110864197585	0.1612902705515256	0.986	2047	122	0
O57173	Q16611	126794.0	9606.0	4D2L-A:B	Viruses	False	135	21	0.039	0.2456193567160928	0.1999999500000124	0.2162161577794168	0.978	2047	51	0
P30685	Q1HVF7	9606.0	82830.0	4PRN-A:C	Viruses	False	276	11	0.0	0.2424248821572878	0.2499999305555748	0.310344720570786	0.0	2047	2047	248
Q14653	Q99FX5	9606.0	36436.0	5JEO-A:B	Viruses	False	234	10	0.011	0.3819819808785876	0.4782606616257993	0.523809274376536	1.0	2047	217	0
P00747	P49054	9606.0	1314.0	1I5K-A:C;1I5K-A:D;1I5K-B:C;1I5K-B:D;2DOH-X:C;2DOI-A:B;2DOI-X:C;6OG4-A:C;6OG4-B:C;6OQJ-A:B;6OQK-A:B	Bacteria	False	168	49	0.0	0.2291298683990595	0.0	0.0	0.0	2047	992	9
P30480	Q90VG9	9606.0	11676.0	4U1M-A:C;4U1N-A:C	Viruses	False	277	9	0.0	0.4036738605365207	0.0897435782380027	0.2333332555555815	0.0	2047	2047	0
C5MK56	P03211	9606.0	10377.0	4PRA-A:C;4PRE-A:C;4PRI-A:C;4PRP-A:C	Viruses	False	276	11	0.0	0.4463834033136331	0.0882352811418704	0.1874999414062683	0.0	2047	244	5
P01892	Q3KSU1	9606.0	10376.0	3MRE-A:P;3MRF-A:P;3O4L-A:C	Viruses	False	276	9	0.0	0.23310771765212	0.1999998000002	0.0799999680000128	0.0	2047	32	1
H6A3H4	P40198	210.0	9606.0	6AVZ-B:A;6AW3-B:A	Bacteria	False	358	108	0.808	0.6261455179614344	0.7407406035665548	0.6896550535077494	0.998	2047	2047	0
P02751	Q53971	9606.0	1334.0	1O9A-A:B	Bacteria	False	93	24	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
Q30154	Q8NKX2	9606.0	186103.0	1HQR-B:D	Bacteria	False	180	205	0.076	0.2847713568353526	0.4242422956841528	0.4999998214286352	0.94	2047	433	0
P62805	P75960	9606.0	83333.0	6RXS-B:A	Bacteria	True	8	215	0.208	0.3698595029173323	0.3749998828125366	0.5714282993198575	0.982	2047	2047	1023
P12977	P30464	10377.0	9606.0	1XR8-C:A	Viruses	False	9	276	0.006	0.2327894257819026	0.3260868856332857	0.5769228550296711	1.0	2047	73	0
B1EF49	P0CG48	502347.0	9606.0	6W9S-A:B	Bacteria	True	178	75	0.749	0.430958679716281	0.1058823404844305	0.2571427836734903	0.996	2047	20	1
P18465	Q1KW74	9606.0	11676.0	2HJL-A:C	Viruses	False	273	11	0.0	0.5738335853102919	0.0792079129497115	0.2499999218750244	0.0	2047	2047	1
P32455	Q8VSC3	9606.0	623.0	6K2D-A:B	Bacteria	True	428	214	0.01	0.2382885393103173	0.0	0.0	0.977	2047	2047	1023
P03406	P06241	11686.0	9606.0	1AVZ-B:C;1EFN-B:A;1EFN-D:C;4D8D-B:A;4D8D-B:C;4D8D-D:A;4D8D-D:C	Viruses	False	107	58	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
P01024	Q89859	9606.0	587200.0	5FOB-A:C;5FOB-B:C	Viruses	False	1543	240	0.019	0.2837526982673315	0.4999975000124999	0.0090090081973866	0.516	2047	2047	1023
P03182	Q16611	10377.0	9606.0	2XPX-A:B	Viruses	False	153	23	0.04	0.7052002884001588	0.1249999687500078	0.1315789127423913	1.0	2047	1299	1
P01834	Q51918	9606.0	1260.0	1HEZ-A:E	Bacteria	False	106	57	0.004	0.401339483937189	0.0	0.0	1.0	2047	1806	0
P02751	Q711B0	9606.0	1314.0	3ZRZ-A:C;3ZRZ-A:D;3ZRZ-B:D	Bacteria	False	89	18	0.0	0.2478661234032943	0.0	0.0	0.0	2047	1191	38
P12504	Q15369	11698.0	9606.0	2MA9-A:C;3DCG-E:D;3DCG-F:B	Viruses	False	35	96	0.791	0.817505930964317	0.8529409256056101	0.4915253404194338	1.0	2047	2047	0
P0DP23	Q5ZTK6	9606.0	272624.0	6K4K-C:A;6K4K-D:B;6K4L-C:A;6K4L-D:B;6K4R-C:A;6K4R-D:B	Bacteria	True	127	742	0.45	0.9319639568208932	0.5566037210751207	0.5514018176259984	0.962	2047	408	9
P61006	Q5ZWZ3	9606.0	272624.0	3TNF-A:B	Bacteria	False	170	379	0.749	0.8150648065469112	0.5399999460000053	0.7012986102209596	1.0	2047	248	0
O95484	P01558	9606.0	1502.0	6OV2-A:B;6OV3-A:B	Bacteria	True	182	122	0.807	0.6894185589292098	0.799999840000032	0.57142848979593	0.983	2047	36	0
O60563	P04608	9606.0	11706.0	3MI9-B:C;3MIA-B:C	Viruses	False	247	49	0.0	0.6090740496639696	0.6249999131944565	0.6716416907997476	0.0	2047	2047	0
M4STU1	P05161	1306931.0	9606.0	5W8T-A:B;5W8T-A:D;5W8T-C:D;5W8U-A:B;5W8U-C:B;5W8U-C:D	Viruses	False	319	77	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	581
O19626	P03211	9606.0	10377.0	2FYY-A:C;2FZ3-A:C	Viruses	False	276	11	0.374	0.5804170170435694	0.0588235207612469	0.1290322164412205	0.996	2047	244	5
E5D8F2	Q6ZTQ4	463676.0	9606.0	6PPO-A:U;6PPO-B:U;6PPO-C:U;6PSF-A:U;6PSF-B:U;6PSF-C:U	Viruses	True	748	108	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P01730	Q49DS8	9606.0	11676.0	2NXY-B:A	Viruses	False	181	134	0.627	0.7607211216972292	0.7142855442177275	0.6666665185185514	0.896	2047	2047	0
P00588	Q99075	10703.0	9606.0	1XDT-T:R	Viruses	False	518	41	0.83	0.7644908421251189	0.4814814220393306	0.6964284470663487	1.0	2047	173	0
P02787	Q9K0U9	9606.0	122586.0	3V89-B:A;3V8X-B:A	Bacteria	False	676	857	0.034	0.429000812191644	0.4590163181940461	0.2105262999604285	0.895	2047	2047	20
P01892	Q692E0	9606.0	284672.0	3I6K-A:C;3TO2-A:C	Viruses	False	275	10	0.0	0.6260608454820806	0.0	0.0	0.0	2047	355	0
P13747	P16780	9606.0	10360.0	2ESV-A:P	Viruses	False	268	9	0.0	0.2887390993299009	0.199999960000008	0.3333332222222592	0.0	2047	10	5
P30466	Q3KSS8	9606.0	10376.0	4JQV-A:B	Viruses	False	276	8	0.0	0.2012314706167607	0.2127659121774655	0.3448274673008733	0.0	2047	16	0
P61077	Q99PZ6	9606.0	623.0	4BVU-B:A	Bacteria	False	145	171	0.9	0.840437563047665	0.7222220216049939	0.7428569306123055	0.997	2047	1470	4
P03077	P08575	10636.0	9606.0	1YGU-C:A;1YGU-D:B	Viruses	False	3	569	0.0	0.2618863596566474	0.1666663888893518	0.0909090082645379	0.0	2047	278	2
G9HS63	Q6N089	11676.0	9606.0	4HPY-P:H	Viruses	False	11	201	0.0	0.2720655093231825	0.0	0.0	0.0	2047	2047	0
P04936	P98155	12130.0	9606.0	1V9U-1:5;3DPR-A:E	Viruses	False	269	39	0.0	0.2460419692611692	0.0	0.0	0.0	2047	2047	11
P51681	Q70145	9606.0	11676.0	6MEO-B:G;6MET-B:G	Viruses	True	313	398	0.001	0.2929944030541248	0.0714285612244912	0.0581395281233106	0.909	2047	2047	0
O75843	Q67953	9606.0	10407.0	3ZHF-A:B	Viruses	False	121	6	0.001	0.2219672200015142	0.0	0.0	1.0	2047	2047	1
O43521	Q9DHU6	9606.0	132475.0	6TQQ-B:A	Viruses	True	22	137	0.758	0.7898097811745092	0.3690475751133839	0.8857140326531334	0.964	669	22	0
A0A0E8IWL6	P69905	1280.0	9606.0	6TB2-D:A	Bacteria	True	332	141	0.701	0.8495695411659999	0.39393935414754	0.6842104062788761	0.987	2047	344	3
P01903	P0A0M0	9606.0	1280.0	1HXY-A:D	Bacteria	False	180	212	0.0	-1.0	-1.0	-1.0	0.0	2047	448	1
