Uid1	Uid2	P2_MSA_depth	P1_MSA_depth	paired_MSA_depth
O15552	P0DTD8	103	2047	0
P0DTD8	Q9Y680	2047	103	0
P0DTD8	Q9Y5F3	2047	103	0
P0DTD8	Q8TDQ0	2047	103	0
P0DTD8	P58170	2047	103	0
P0DTD8	Q8NEA5	408	348	245
P0DTD8	Q04118	1044	103	0
P0DTD8	Q86UW2	408	245	142
P0DTD8	Q96BA8	2047	103	0
P0DTD8	P19075	2047	103	0
P0DTD8	Q9NUH8	1500	103	0
P0DTD8	P21731	2047	103	0
P0DTD8	Q9NWC5	1639	103	0
P0DTD3	P49755	2047	4	0
P0DTD3	Q14973	2047	4	0
O15552	P0DTD3	4	2047	0
P0DTD3	Q96BA8	2047	4	0
O43318	P0DTC9	810	2047	0
P0DTC9	Q15750	1052	810	0
P0DTC9	Q9NYJ8	899	810	0
O15111	P0DTC9	810	2047	0
O14920	P0DTC9	810	2047	0
P0DTC9	Q9Y6K9	1071	810	0
P0DTC9	Q92793	2047	810	0
P0DTC9	Q92831	2047	810	0
P59595	Q92831	2047	791	0
P59595	Q92830	2047	791	0
P0DTC9	Q92830	2047	810	0
P0DTC2	P11021	2047	2047	8
O60603	P0DTC4	97	2047	1
P07900	P0DTD2	17	2047	0
P19525	P59595	791	2047	0
K9N4V7	P19525	2047	702	0
P59595	Q13283	2047	791	0
P0DTC9	Q99873	2047	810	0
P01892	P0DTC8	169	2047	0
A0A6M3G9R1	Q9BYF1	2047	2047	8
A0A6G6A1M4	Q9BYF1	2047	2047	8
P0DTC2	Q9UJ71	2047	2047	8
P0DTC5	Q14164	2047	291	0
P0DTC5	Q13114	2047	291	0
P0DTC2	P31431	1272	2047	7
P0DTC2	Q9C0B5	2047	2047	7
P0DTC2	Q7Z5G4	1044	2047	7
P0DTC9	Q14258	2047	810	0
P0DTC2	Q9Y5S1	2047	2047	7
A0A2S1WCF9	O95786	2047	532	0
P0DTC9	P57764	1395	810	0
P0DTC9	Q9D8T2	1128	810	0
P0DTC9	P29466	2047	810	0
P0DTC9	P11226	2047	810	0
P0DTC9	Q15485	2047	810	0
P0DTC2	Q15485	2047	2047	8
P0DTC9	Q9BWP8	2047	810	0
P0DTC2	Q9BWP8	2047	2047	8
O00187	P0DTC9	810	2047	0
P0C0L4	P0DTC9	810	2047	0
A6Y878	P06756	2047	2047	15
A6Y878	P18564	2047	2047	15
P06756	Q6PMW3	2047	2047	13
P0DTC9	Q96P20	2047	810	0
P0DTC9	Q9ULZ3	1823	810	0
K9N4V7	Q13283	2047	702	0
P0DTC3	Q9P2Y5	1895	493	0
P0DTC2	Q5W0Z9	2047	2047	7
P0DTC2	Q9NYG2	2047	2047	7
P0DTC2	Q9UIJ5	2047	2047	7
O15118	P0DTC9	810	2047	0
P59595	Q14258	2047	791	0
K0BVN3	Q9HCE1	2047	710	0
P15130	Q9HCE1	2047	536	0
K0BVN3	Q01085	2047	710	0
K0BVN3	Q9UKV8	2047	710	0
K0BVN3	Q92900	2047	710	0
P0DTC9	Q9HCE1	2047	810	0
P0DTD2	Q9Y6K9	1071	17	0
P0DTC9	Q14694	2047	810	0
P0DTC9	Q8NFA0	2047	810	0
P0DTC9	Q7Z739	2047	810	0
P01042	P0DTC5	291	2047	0
P01042	P0DTC9	810	2047	0
P01042	P0DTC2	2047	2047	7
P00748	P0DTC5	291	2047	0
P00748	P0DTC9	810	2047	0
P00748	P0DTC2	2047	2047	7
P0DTC2	Q96L92	2047	2047	7
P0DTC2	Q14416	2047	2047	8
P59594	Q14416	2047	2047	8
P0DTC2	P35579	2047	2047	0
P35579	P59594	2047	2047	0
P0DTC9	P37840	896	810	0
A0A663DJA2	O60238	909	49	0
A0A663DJA2	Q9GZQ8	2047	49	0
P07359	P0DTC2	2047	2047	8
A5CKE2	P0DTC2	2047	2047	8
P0DTC5	P52292	2047	291	0
O60684	P0DTC5	291	2047	0
P0DTC2	P42224	2047	2047	8
A3EXD7	P46108	2047	687	0
A3EXH0	P62136	2047	712	0
K9N4V7	P62136	2047	702	0
P36298	P62136	2047	553	0
P04134	P62136	2047	550	0
P24411	P62136	2047	559	1
A3EXD7	P62136	2047	687	0
Q13283	Q3I5I7	789	2047	0
Q6Q1S2	Q9UNP9	2047	1528	11
A3EXD1	Q9UJY5	2047	17	1
P59595	Q9UN86	2047	791	0
Q13283	Q809B7	630	2047	90
Q809B7	Q9UN86	2047	631	98
P0DTC9	Q809B7	610	810	0
P06485	P55072	2047	49	0
P10193	P51610	2047	425	31
P04293	P51610	2047	2047	1023
P10236	P51610	2047	227	3
P04293	Q9NVP2	1581	2047	1023
P10236	Q9NVP2	1910	227	1
P06492	P33240	2047	51	1
P06492	Q96RN5	1481	51	1
P06492	Q71SY5	1386	52	2
P04608	P51532	2047	2047	0
P04608	Q12824	2047	2047	0
P04608	P61964	2047	2047	0
P04608	Q9Y5B9	2047	2047	0
O96019	P04608	2047	2047	0
O60264	P04608	2047	2047	0
P04608	Q13547	2047	2047	0
P04608	Q16576	2047	2047	0
P04608	Q09028	2047	2047	0
O00422	P04608	2047	1289	0
P04608	Q96ST3	2047	2047	0
P04608	Q13422	2047	2047	0
P04608	Q13330	2047	2047	0
P03209	Q6VMQ6	2047	34	0
P03209	P08047	2047	34	0
P08393	P49427	2047	780	454
P04608	P10914	2047	2047	0
P02751	P04578	2047	2047	0
O75530	P04591	2047	2047	1
P04591	P62937	2047	2047	1
P04608	Q00987	1610	2047	0
P04591	P60709	2047	2047	1
P04591	P63261	2047	2047	1
P04608	Q96EB6	2047	2047	0
P04608	Q8IXJ6	2047	2047	0
P04608	Q9NTG7	2047	2047	0
P04608	Q8N6T7	2047	2047	0
P04608	Q01826	1679	2047	0
P04608	Q9P0M6	2047	2047	0
P04608	Q99880	2047	2047	0
P04608	Q99879	2047	2047	0
P04608	Q99877	2047	2047	0
P04608	Q99525	2047	2047	0
P04608	Q96QV6	2047	2047	0
P04608	Q96KK5	2047	2047	0
P04608	Q96A08	2047	2047	0
P04608	Q93079	2047	2047	0
P04608	Q93077	2047	2047	0
P04608	Q8IUE6	2047	2047	0
P04608	Q7L7L0	2047	2047	0
P04608	Q71UI9	2047	2047	0
P04608	Q16778	2047	2047	0
P04608	Q16777	2047	2047	0
P04608	Q16695	2047	2047	0
P04608	P33778	2047	2047	0
P04608	P23527	2047	2047	0
P04608	P20671	2047	2047	0
P04608	P16104	2047	2047	0
P04608	P0C0S5	2047	2047	0
P04608	P06899	2047	2047	0
O75367	P04608	2047	2047	0
O60814	P04608	2047	2047	0
P04608	P30876	2047	2047	0
P04608	P19387	2047	2047	0
O15514	P04608	2047	1164	0
P04608	P19388	2047	2047	0
P04608	P61218	2047	2047	0
P04608	P62487	2047	2047	0
P04608	P52434	1493	2047	0
P04608	P36954	2047	2047	0
P04608	P52435	2047	2047	0
P04608	P53803	1013	2047	0
P04608	P62875	2047	2047	0
P04608	Q9NPF5	2047	2047	0
P04608	Q9HAF1	1328	2047	0
O95619	P04608	2047	2047	0
P04608	Q8TAQ2	2047	2047	0
P04608	Q9Y265	2047	2047	0
P04608	Q9Y230	2047	2047	0
P04608	Q96L91	2047	2047	0
O14497	P04608	2047	2047	0
P04608	Q9Y4A5	2047	2047	0
O00257	P04608	2047	2047	0
P04608	Q9P0U4	2047	2047	0
P04608	Q14839	2047	2047	0
P04608	Q9BTC8	2047	2047	0
O95983	P04608	2047	1945	0
O15047	P04608	2047	2047	0
P04608	Q8WXI9	1529	2047	0
P04608	Q03164	2047	2047	0
P04608	Q9UBB5	2047	2047	0
O94776	P04608	2047	2047	0
P04608	Q92769	2047	2047	0
P04608	Q15022	1776	2047	0
P04608	P25490	2047	2047	0
P04608	Q12905	1966	2047	0
P04608	Q12906	2047	2047	0
P04608	Q9Y5Q8	2047	2047	0
P04608	Q14966	2047	2047	0
P04608	Q96ME7	1548	2047	0
P04608	Q8TF68	2047	2047	0
P04608	P43403	2047	2047	1
P04608	P67809	2047	2047	0
O14980	P04608	2047	2047	0
O96028	P04608	2047	2047	0
P04608	Q9NYH9	2047	2047	0
P04608	P17480	2047	2047	0
P04608	P49411	2047	2047	0
P04608	Q5JTV8	1030	2047	0
P04608	P11388	2047	2047	0
P04608	Q96FV9	2047	2047	0
P04608	Q12788	2047	2047	0
P04608	Q92804	2047	2047	0
P04608	Q9NUL3	2047	2047	0
P04608	Q08945	2047	2047	0
P04608	Q96T58	2047	2047	0
P04608	Q06945	2047	2047	0
O75643	P04608	2047	2047	0
P04608	Q9NTJ3	2047	2047	0
P04608	Q9UQE7	2047	2047	0
O95347	P04608	2047	2047	0
P04608	Q15393	2047	2047	0
O75533	P04608	2047	2047	0
P04608	Q9H4L4	2047	2047	0
P04608	Q01196	2047	2047	0
P04608	P78346	1942	2047	0
P04608	Q63HN8	2047	2047	0
P04608	Q9Y252	2047	2047	0
P04608	P35250	2047	2047	0
P04608	P35251	2047	2047	0
P04608	Q14498	2047	2047	0
P04608	Q96I25	2047	2047	0
P04608	Q96PK6	2047	2047	0
P04608	Q7Z6E9	2047	2047	0
P04608	P46060	2047	2047	0
P04608	P49792	2047	2047	0
P04608	P62826	2047	2047	0
P04608	Q6P2Q9	2047	2047	0
P04608	P36873	2047	2047	0
P04608	Q9H307	985	2047	0
P04608	P53350	2047	2047	0
P04608	Q99623	2047	2047	0
P04608	P35232	2047	2047	0
O00541	P04608	2047	2047	0
P04608	Q9NTI5	2047	2047	0
P04608	Q29RF7	2047	2047	0
P04608	Q8N7H5	1229	2047	0
P04608	P11940	2047	2047	0
O43913	P04608	2047	2027	0
O43929	P04608	2047	2047	0
P04608	Q92621	2047	2047	0
P04608	P49790	2047	2047	0
P04608	P52948	2047	2047	0
P04608	Q8N1F7	2047	2047	0
P04608	Q99567	876	2047	0
P04608	Q9BW27	1444	2047	0
P04608	Q14980	1100	2047	0
P04608	Q9Y2X3	2047	2047	0
O00567	P04608	2047	2047	0
P04608	P46087	2047	2047	0
P04608	Q8TDX7	2047	2047	0
P04608	P19338	2047	2047	0
P04608	Q15003	2047	2047	0
P04608	Q9BPX3	2047	2047	0
P04608	Q15021	2047	2047	0
P04608	Q9H0A0	2047	2047	0
O95251	P04608	2047	2047	0
P04608	P35579	2047	2047	0
P04608	Q9P2K5	2047	2047	0
P04608	P40692	2047	2047	0
P04608	P33993	2047	2047	0
P04608	Q14566	2047	2047	0
P04608	P25205	2047	2047	0
P04608	P43243	2047	2047	0
O95232	P04608	2047	2047	0
P04608	Q9Y383	2047	2047	0
P04608	P20700	2047	2047	0
P04608	Q14739	2047	2047	0
P04608	Q14974	2047	2047	0
P04608	P52292	2047	2047	0
P04608	Q14807	2047	2047	0
P04608	Q15397	2047	2047	0
P04608	Q5SSJ5	1065	2047	0
P04608	P52272	2047	2047	0
P04608	P31943	2047	2047	0
P04608	P52597	2047	2047	0
P04608	Q14103	2047	2047	0
P04608	Q14527	2047	2047	0
P04608	Q9BZE4	2047	2047	0
P04608	Q9UKN8	366	2047	0
P04608	Q9BVP2	2047	2047	0
P04608	P63244	2047	2047	0
P04608	Q8WWP7	2047	2047	0
P04608	Q92616	2047	2047	0
P04608	Q86YP4	1422	2047	0
P04608	P22087	2047	2047	0
P04608	P18074	2047	2047	0
P04608	P50402	782	2047	0
O00303	P04608	2047	2047	0
P04608	P60228	2047	2047	0
P04608	P55884	2047	2047	0
P04608	Q14152	2047	2047	0
P04608	P29692	2047	2047	0
P04608	P68104	2047	2047	0
P04608	Q6P2E9	2047	2047	0
P04608	Q9Y6G9	2047	2047	0
P04608	Q92785	2047	2047	0
P04608	Q5QJE6	2047	2047	0
P04608	Q9UNQ2	2047	2047	0
P04608	Q7L2E3	2047	2047	0
O43143	P04608	2047	2047	0
P04608	Q9GZR7	2047	2047	0
P04608	Q9NR30	2047	2047	0
P04608	Q9UMR2	2047	2047	0
P04608	Q9NVP1	2047	2047	0
P04608	P17844	2047	2047	0
P04608	P51398	1293	2047	0
P04608	Q9HCK8	2047	2047	0
P04608	Q96GN5	1922	2047	0
P04608	Q9BWT1	2009	2047	0
P04608	Q99459	2047	2047	0
O95067	P04608	2047	2047	0
P04608	Q86VP6	2047	2047	0
P04608	Q9Y6E2	1718	2047	0
O14981	P04608	2047	2047	0
P04608	Q8TDN6	2047	2047	0
P04608	Q15059	2047	2047	0
P04608	P25440	2047	2047	0
P04608	Q9UIG0	2047	2047	0
P04608	Q9UJX3	2047	2047	0
P04608	Q8WYP5	1512	2047	0
P04608	P55265	2047	2047	0
P04608	Q9UKV3	2047	2047	0
P04608	Q9NY61	2047	2047	0
P04601	P06239	2047	2047	2
P04608	P10145	2047	2047	0
P06492	Q16594	1881	50	0
P06492	Q00403	2047	76	1
P04585	Q12824	2047	2047	0
P08393	P51668	2047	780	454
P08393	P51965	2047	780	454
P32888	Q13547	2047	64	0
O94776	P32888	64	2047	0
P12978	Q12824	2047	300	11
P03211	P27694	2047	409	20
P04591	P57075	2047	2047	0
O15524	P04591	2047	2047	0
P04591	Q13617	2047	2047	0
P04591	Q15370	1272	2047	0
P04591	Q15369	1436	2047	0
P04591	P62877	2047	2047	0
P04608	Q15637	2047	2047	0
P04591	P46934	2047	2047	0
P04591	Q9UN37	2047	2047	1
P04585	P12956	2047	2047	0
P08393	Q8IUQ4	2047	781	412
P08392	P29590	2047	368	0
P08392	P23497	2047	368	0
P08392	Q9UER7	959	368	0
O75928	P08392	368	2047	0
P08392	P63165	2047	368	0
P08392	P61956	2047	368	0
P08392	P55854	2047	368	0
F5HEZ4	O43318	2047	494	405
P04608	Q96T68	2047	2047	0
P04608	Q15047	2047	2047	0
P04608	Q53H47	2047	2047	0
P04608	Q96KQ7	2047	2047	0
O43463	P04608	2047	2047	0
P28282	P46934	2047	20	0
P04585	P19838	2047	2047	0
P04585	P10415	2047	2047	0
P04608	P60709	2047	2047	0
P04591	P30419	2047	2047	0
P12978	P17947	2047	299	9
P04608	P78527	2047	2047	0
Q6SWA4	Q92993	2047	17	0
Q6SWA4	Q9Y4A5	2047	17	0
P61289	Q6SWA4	17	1548	0
P0CG48	P18095	2047	2047	1
F5HEU0	O15533	822	5	0
F5HEU0	Q13087	2047	5	0
P06492	Q9ULK4	1089	51	1
O43513	P06492	51	1257	1
P06492	P24863	2047	51	1
F5HIC6	Q99471	2047	18	0
P0CG48	P18099	55	2047	0
P18099	Q9Y4B6	2047	55	0
P04608	P19838	2047	2047	0
P04608	P14859	2047	2047	0
P04591	P0CG48	2047	2047	1
P04591	P68133	2047	2047	1
P04601	Q96CW1	2047	2047	0
P04608	P25788	2047	2047	0
P04608	P49720	2047	2047	0
P04608	P60900	2047	2047	0
P04608	P62191	2047	2047	0
Q02842	Q9Y3Z3	2047	1135	0
F5HC97	Q12824	2047	37	1
P27695	Q9QR71	2047	2047	1023
Q9BZE9	Q9QR71	2047	2047	1023
O14519	Q9QR71	2047	946	429
Q15057	Q9QR71	2047	2047	1023
O76071	Q9QR71	2047	2047	926
Q03060	Q9QR71	2047	2047	921
Q8IV48	Q9QR71	2047	2047	1023
Q13642	Q9QR71	2047	2047	1023
P15170	Q9QR71	2047	2047	1023
Q8WUA4	Q9QR71	2047	2026	683
Q71DI3	Q9QR71	2047	2047	1023
P62805	Q9QR71	2047	2047	1023
Q9QR71	Q9Y5Z7	2047	2047	1023
P17096	Q9QR71	2047	629	279
P61978	Q9QR71	2047	2047	1023
Q9BUJ2	Q9QR71	2047	2047	1023
P41134	Q9QR71	2047	1157	621
Q9QR71	Q9UHF5	1539	2047	517
O14896	Q9QR71	2047	2047	964
Q92993	Q9QR71	2047	2047	1023
Q8NAP3	Q9QR71	2047	2047	967
Q16656	Q9QR71	2047	1300	620
O43809	Q9QR71	2047	1836	650
Q9H4D5	Q9QR71	2047	2047	872
Q7RTU3	Q9QR71	2047	2047	1023
Q15366	Q9QR71	2047	2047	1023
P06746	Q9QR71	2047	2047	1023
Q16537	Q9QR71	2047	2047	1023
P53041	Q9QR71	2047	2047	1023
Q9BRQ0	Q9QR71	2047	936	535
O43502	Q9QR71	2047	2047	1023
O75771	Q9QR71	2047	2047	1023
Q06330	Q9QR71	2047	2047	905
Q9BRK0	Q9QR71	2047	2047	1023
Q00765	Q9QR71	2047	2047	1023
O43566	Q9QR71	2047	2047	1023
Q9NVW2	Q9QR71	2047	2047	1023
P27694	Q9QR71	2047	2047	1023
P15927	Q9QR71	2047	2047	858
Q8NC51	Q9QR71	2047	2047	822
Q05519	Q9QR71	2047	2047	903
Q8TAQ2	Q9QR71	2047	2047	1023
Q7KZF4	Q9QR71	2047	2047	1023
P08621	Q9QR71	2047	2047	1023
P63165	Q9QR71	2047	2047	1023
P54274	Q9QR71	2047	2047	725
Q92754	Q9QR71	2047	2047	996
Q15596	Q9QR71	2047	2047	1023
Q9H0M0	Q9QR71	2047	2047	1023
P23025	Q9QR71	2047	1847	658
O95218	Q9QR71	2047	2047	858
Q7Z7J5	Q9QR71	2047	490	97
Q9QR71	Q9UNP9	2047	2047	1023
Q86WR0	Q9QR71	2047	2047	836
Q9QR71	Q9Y4C8	2047	2047	1023
Q8NC24	Q9QR71	2047	1223	530
Q9BWU0	Q9QR71	2047	2047	1023
Q96NC0	Q9QR71	2047	1883	629
P09429	Q9QR71	2047	2047	1023
Q15257	Q9QR71	2047	2047	1023
P30153	Q9QR71	2047	2047	1023
P08393	P12931	2047	720	233
P06241	P08393	717	2047	221
P07947	P08393	718	2047	217
P03211	P26583	2047	411	21
F5HCV3	P09874	2047	37	0
P04591	Q8WUM4	2047	2047	0
P04591	Q9BY43	2047	2047	0
P04591	P05412	2047	2047	0
O43747	P04591	2047	2047	0
P04585	Q9NS91	2047	2047	0
Q99873	Q9QR71	2047	2047	1023
P55345	Q9QR71	2047	2047	1023
O60678	Q9QR71	2047	2047	1023
Q86X55	Q9QR71	2047	2047	1023
O14744	Q9QR71	2047	2047	1023
Q96LA8	Q9QR71	2047	2047	1023
Q9NVM4	Q9QR71	2047	2047	1023
Q9NR22	Q9QR71	2047	2047	1023
P04591	Q9NZI8	2047	2047	0
P03230	P21580	1719	190	0
O76064	P08393	756	2047	372
P08393	P48730	2047	778	449
P04591	Q06787	2047	2047	0
Q02842	Q9Y4B6	2047	1135	0
Q02843	Q9H0M0	2047	2047	0
Q02843	Q99816	2047	2047	0
Q15369	Q9QR71	2047	1663	482
Q15370	Q9QR71	2047	1545	472
Q93034	Q9QR71	2047	2047	1023
P62877	Q9QR71	2047	2047	952
P0CG48	Q9QR71	2047	2047	1023
P04637	Q9QR71	2047	2047	814
P40337	Q9QR71	2047	1175	416
P03211	P29590	2047	404	6
Q93009	Q9QR71	2047	2047	1023
P08393	Q99856	2047	740	305
P03203	P06400	2047	56	0
P28282	Q96J02	2047	20	0
P08393	P29590	2047	666	51
P08393	P61956	2047	759	381
P08393	P55854	2047	759	389
F5HEZ4	Q9Y6K9	1359	483	399
P03203	P61956	2047	56	0
P03222	P61956	2047	42	0
P03217	P61956	2047	128	0
P61956	Q8AZJ5	4	2047	0
F5HE05	Q15629	1681	19	0
Q15629	Q6SVZ5	13	1681	0
P18099	Q9Y3Z3	2047	55	0
P01106	P03203	56	2047	0
P03186	Q13616	2047	251	16
P03186	Q13617	2047	251	16
P03186	Q13618	2047	251	16
P03186	Q13619	2047	251	16
P04591	Q5VW32	970	2047	0
P04591	Q9H3S7	2047	2047	0
P04585	P61758	1940	2047	0
P04585	P40337	988	2047	1
P04585	Q13617	2047	2047	0
Q02842	Q16531	2047	1135	0
Q02842	Q9BW61	459	1135	0
Q02842	Q13619	2047	1135	0
P63279	Q9QJ12	27	2047	3
P04591	P63279	2047	2047	1
P04591	P63165	2047	2047	0
P04591	Q9UER7	959	2047	0
P04591	Q9UII4	2047	2047	1
Q969H0	Q9QR71	2047	2047	1023
F5HCM1	Q9UER7	959	29	0
P04591	Q15025	891	2047	0
O15504	P04618	2047	1076	0
P04618	Q96HA1	1213	2047	0
Q09161	Q2HR75	30	2047	0
P00739	Q2HR75	30	2047	0
P38919	Q2HR75	30	2047	0
P84103	Q2HR75	30	2047	0
P04608	P19447	2047	2047	0
P04608	P51946	2047	2047	0
F5HBC6	Q9UER7	959	31	0
P06400	Q6SW29	53	2047	0
P04608	Q16891	1596	2047	0
P04608	Q13501	2047	2047	0
F5HAM0	P36406	2047	2007	1023
F5HAM0	Q9Y4K3	2047	2046	1023
P04608	P43034	2047	2047	0
P04591	Q9C035	2047	2047	0
F5HEZ4	Q13546	2047	496	407
F5HEZ4	O15111	2047	496	407
F5HEZ4	O14920	2047	496	407
O43318	P04578	2047	2047	0
O75530	P04585	2047	2047	1
F5HCV3	Q04725	2047	37	0
F5HCV3	Q06330	2047	37	0
P04601	P04899	2047	2047	0
P04601	Q96J02	2047	2047	0
P04601	P07948	2047	2047	2
P04601	P07947	2047	2047	2
P04601	Q14155	2047	2047	0
P04601	Q15052	2047	2047	0
P04601	P16333	2047	2047	0
O94875	P04601	2047	2047	0
O60504	P04601	2047	2047	0
P04601	Q9BX66	2047	2047	0
P04601	Q8TEJ3	2047	2047	0
P10233	Q8N5U6	2047	59	0
P10233	Q5TAQ9	2047	59	0
P10233	Q7RTU7	2047	59	0
P10233	Q01081	2047	59	0
P10233	Q9H3M7	2047	59	0
P10233	Q9HAU4	2047	59	0
P10233	Q14289	2047	59	0
P04608	P49336	2047	2047	0
P04608	P24863	2047	2047	0
P04585	Q7Z6Z7	2047	2047	0
P04487	Q92624	2047	2047	899
Q02840	Q13153	2047	2047	0
O75530	Q02840	2047	2047	2
P04608	P51948	1697	2047	0
P04601	Q9UBF6	2047	2047	0
P04601	Q13501	2047	2047	0
Q02840	Q13951	661	2047	0
Q02840	Q15369	1436	2047	0
F5HE12	Q93009	2047	36	0
F5HE12	Q9Y4B6	2047	36	0
F5HE12	Q16531	2047	36	0
P04601	Q12933	2047	2047	0
P04585	Q09472	2047	2047	0
P63165	Q77PU6	29	2047	3
O00458	P06492	51	1683	1
P06492	P51610	2047	52	2
P04601	P51674	1087	2047	0
P04601	Q13491	1039	2047	0
P04601	P30086	2047	2047	0
P04601	Q9NXG6	2047	2047	2
O43169	P04601	2047	2047	0
P04601	P51572	1778	2047	0
P04601	P15882	2047	2047	0
P04601	P05556	2047	2047	2
P04601	Q9NPF0	2047	2047	0
P04601	P41732	2047	2047	0
P04601	Q6UW56	490	2047	0
O43505	P04601	2047	2047	0
P04601	P78369	2047	2047	0
P04601	P38646	2047	2047	2
P04601	Q9NX40	995	2047	0
P04601	Q969W9	705	2047	0
P04601	Q9Y279	2047	2047	0
P04601	Q8N0U8	1162	2047	0
P04601	Q9NQ11	2047	2047	2
P04601	Q15904	1412	2047	0
O15432	P04601	2047	2047	0
F5HBC6	P46100	2047	31	0
P03186	Q9Y4K3	2047	251	16
Q2HR82	Q92793	2047	21	1
P04608	Q92922	2047	2047	0
O43172	P18095	2047	2047	1
P04296	Q92922	2047	143	2
P04296	P51532	2047	143	2
O60264	P04296	143	2047	2
P04296	P13010	2047	143	2
P04296	Q92769	2047	143	2
P04296	Q92878	2047	143	3
P04296	Q14191	2047	143	2
P04585	P20290	2047	2047	0
P04585	Q9Y2W1	1290	2047	0
P04585	P05204	1068	2047	0
P04585	Q96S59	2047	2047	0
O15372	P04585	2047	2047	0
P04585	P68104	2047	2047	1
P04585	P22626	2047	2047	0
P04585	P16949	1348	2047	0
P04585	P62829	2047	2047	3
P04585	Q9BV29	316	2047	0
O15371	P04585	2047	2047	0
P04585	P08670	2047	2047	0
P04585	Q9UER7	959	2047	0
F5HF68	Q09472	2047	1548	1023
O00267	P04608	2047	2047	0
P04608	P63272	1322	2047	0
P03203	Q9Y676	1271	56	0
P04608	P62136	2047	2047	0
F5HIC6	Q14653	2047	18	0
F5HIC6	Q92793	2047	18	0
F5HIC6	Q09472	2047	18	0
P03209	P78317	1646	34	0
P04578	P61073	2047	2047	0
P04591	Q9P253	2047	2047	0
P04591	Q7Z3U7	2047	2047	0
P04578	Q13501	2047	2047	0
P04601	P62158	-1	-1	-1
P04578	P62195	2047	2047	0
P18094	P62195	2047	2047	0
P18094	Q13501	2047	2047	0
P04591	Q9H7P6	1181	2047	0
P04591	Q9H9H4	1613	2047	0
P04591	Q9UK41	1561	2047	0
P04578	P29120	2047	2047	0
P04578	Q92824	2047	2047	0
P04578	P29122	2047	2047	0
P04578	P09958	2047	2047	0
P55036	Q6SW66	49	2047	1
P0CG48	Q6SW66	49	2047	1
P10230	P62258	2047	76	0
P10230	P27348	2047	76	0
P10230	Q04917	2047	76	0
P10230	P31946	2047	76	0
P10230	P61981	2047	76	0
P04578	P08311	2047	2047	0
P08393	Q04206	2047	664	50
P08393	P19838	2047	670	85
F5HCV3	P63165	2047	37	0
F5HCV3	P61956	2047	37	0
F5HCV3	P55854	2047	37	0
F5HCV3	P51668	2047	37	0
F5HCV3	P63279	2047	37	0
P03186	P0CG48	2047	250	15
P03186	Q15843	2047	249	13
P04618	Q92841	2047	2047	0
P04618	Q9H2U1	2047	2047	0
P04618	Q9H0S4	2047	2047	0
P04618	Q08211	2047	2047	0
P04618	P33778	2047	2047	0
P04618	P05455	2047	2047	0
P04618	Q8WXF1	2047	2047	0
P04618	Q52LJ0	1618	2047	0
P04618	Q8NE71	2047	2047	0
P04618	Q99459	2047	2047	0
P04618	Q01813	2047	2047	0
P04618	Q15645	2047	2047	0
P04618	Q9BVC5	337	2047	0
P04618	Q16531	2047	2047	0
P04618	Q9BTT0	2047	2047	0
P04618	P78527	2047	2047	0
P04618	P46782	2047	2047	0
P04618	P09651	2047	2047	0
P04618	P22626	2047	2047	0
P04618	Q14103	2047	2047	0
P04618	P07910	2047	2047	0
P04618	P52272	2047	2047	0
P04618	P31942	2047	2047	0
P04618	Q00839	2047	2047	0
P04618	Q9HCN4	2047	2047	0
P04618	Q9BQE3	2047	2047	0
P04618	P46063	2047	2047	0
P04618	P15880	2047	2047	0
P04618	Q96QR8	1468	2047	0
P04618	P18074	2047	2047	0
P04618	P18077	2047	2047	0
P04618	P62753	2047	2047	0
P04618	P68366	2047	2047	0
P04618	Q71U36	2047	2047	0
P04618	P27695	2047	2047	0
P04618	P53999	2047	2047	0
P04618	P07237	2047	2047	0
P04618	Q9HAN9	2047	2047	0
P04618	P62807	2047	2047	0
P04618	Q15424	2047	2047	0
P04618	Q8NI36	2047	2047	0
P04618	Q9BTD8	2047	2047	0
P04350	P04618	2047	2047	0
P04618	Q15428	2047	2047	0
P04618	Q9Y5B6	2047	2047	0
O95208	P04618	2047	2047	0
P04618	Q15185	2047	2047	0
O60506	P04618	2047	2047	0
P04618	Q7L2H7	1700	2047	0
P04618	P67870	2047	2047	0
P04618	Q12905	1966	2047	0
P04618	Q12906	2047	2047	0
P04618	Q15024	2047	2047	0
P04618	Q8N684	1975	2047	0
P04618	P16615	2047	2047	0
P04618	Q96EP5	2047	2047	0
P04618	Q8N257	2047	2047	0
P04618	Q86U38	2047	2047	0
P04618	P08621	2047	2047	0
P04618	Q9BVA1	2047	2047	0
P04618	P20042	2047	2047	0
P04618	Q7Z2T5	2047	2047	0
P04618	Q86W42	2047	2047	0
P04618	Q96T60	2047	2047	0
P04618	Q96GM8	2047	2047	0
P04618	Q92979	2047	2047	0
P04618	Q02809	2047	2047	0
P04618	Q14204	2047	2047	0
P04618	Q9P2I0	2047	2047	0
P04618	P51991	2047	2047	0
P04618	Q15233	2047	2047	0
P04618	Q14498	2047	2047	0
P04618	Q8N5C6	2047	2047	0
P04618	P42285	2047	2047	0
O75643	P04618	2047	2047	0
P04618	Q8WWY3	2047	2047	0
O94906	P04618	2047	2047	0
P04618	Q14444	2016	2047	0
P04618	P68104	2047	2047	0
P04618	P41091	2047	2047	0
P04618	Q13347	2047	2047	0
P04618	P35544	2047	2047	0
P04618	Q99880	2047	2047	0
