pair	NumResProt1	NumResProt2	AlignRate	DockQ_AFM	TMScore_AFM	RMSD_AFM	iRMSD_AFM	lRMSD_AFM	DockQ_ESM	TMScore_ESM	RMSD_ESM	iRMSD_ESM	lRMSD_ESM	DockQ_GD	TMScore_GD	RMSD_GD	iRMSD_GD	lRMSD_GD	DockQ_RD	TMScore_RD	RMSD_RD	iRMSD_RD	lRMSD_RD	DockQ_DD	TMScore_DD	RMSD_DD	iRMSD_DD	lRMSD_DD	DockQ_DDb	TMScore_DDb	RMSD_DDb	iRMSD_DDb	lRMSD_DDb	Domain	Date_after_train	AFM_Score	Ires_Precision	Ires_Recall
A0A0E8IWL6_P00738	332	252	0.9490000000000001	0.027999999999999997	0.57498	2.07	7.776	37.622	0.011000000000000001	0.42388000000000003	2.75	12.45	62.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.65258	3.9	4.065	20.272000000000002	Bacteria	True	0.3664786562374543	0.0909090702479385	0.4444439506178326
P0C6H2_Q5MAG5	9	275	1.0	0.006	0.95455	0.66	16.239	92.50399999999999	0.013000000000000001	0.92455	1.36	13.300999999999998	52.251000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2449975064926847	0.2777777006173053	0.3703702331962099
P89884_Q14457	135	25	1.0	0.001	0.83394	0.55	89.975	201.342	0.002	0.36891	3.76	47.379	117.74700000000001	0.012	0.73692	2.03	15.401	50.265	0.01	0.73777	2.2	13.29	63.215	0.078	0.73749	2.72	9.41	19.802	0.1	0.88134	0.86	8.847999999999999	18.014	Viruses	False	0.3022679676311333	0.1428571088435455	0.1199999760000048
P01730_P20872	150	310	0.961	0.622	0.92366	2.39	2.2769999999999997	3.517	0.005	0.31418	1.35	37.177	75.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.67462	0.0	21.298000000000002	65.304	Viruses	False	0.6118253733526523	0.6923075147929448	0.6279068307193416
D3HJY4_P31689	157	2	0.968	0.003	0.89985	1.85	24.69	123.50299999999999	0.01	0.79403	2.51	13.061	65.83800000000001	0.0	0.0	0.0	0.0	0.0	0.053	0.95199	1.25	5.479	26.938000000000002	0.11599999999999999	0.96104	1.13	3.525	17.351	0.0	0.0	0.0	0.0	0.0	Bacteria	True	0.2054644453436015	0.1333332444445037	0.3999992000016
P03211_Q93009	8	136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3195812807994989	0.4285713061224839	0.7499996250001875
Q15843_Q63KH5	73	244	0.997	0.86	0.9792	0.72	0.7	1.246	0.078	0.43427	5.09	11.645	16.061	0.08199999999999999	0.8094899999999999	2.11	9.262	17.078	0.077	0.83014	1.57	9.36	17.852	0.098	0.80666	1.63	8.794	15.77	0.085	0.83025	1.83	8.757	16.259	Bacteria	False	0.8801053726292013	0.7166665472222421	0.7678570057398204
Q15223_Q69091	300	231	0.8079999999999999	0.027999999999999997	0.64677	3.21	18.892	29.569000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.56702	1.06	19.277	59.0	Viruses	False	0.4367012942601876	0.1414141271298861	0.2916666059027904
P03951_P23827	238	139	0.997	0.794	0.97677	1.12	0.865	2.895	0.026000000000000002	0.63388	1.95	16.314	39.968	0.015	0.5834	1.67	18.385	69.72800000000001	0.006	0.58405	1.63	22.539	76.561	0.008	0.57265	1.61	18.938	62.53	0.009000000000000001	0.62835	0.76	18.285999999999998	60.475	Bacteria	False	0.7298672886711167	0.7083331857639196	0.3908045527810859
B7TQM6_V9VHH0	179	205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.53238	0.09	20.921	67.041	Viruses	False	-1.0	-1.0	-1.0
Q76RF1_Q9Y6K9	172	61	1.0	0.888	0.9522	1.42	0.555	3.6310000000000002	0.002	0.71192	1.53	61.43	116.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17800000000000002	0.83491	2.01	3.9219999999999997	10.267999999999999	Viruses	False	0.6831773653612584	0.5517239476813973	0.4571427265306495
P00734_Q846V4	290	281	0.993	0.883	0.98606	1.05	1.2	1.013	0.008	0.50546	2.94	27.355999999999998	58.998000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.5674100000000001	2.96	21.76	54.27	Bacteria	False	0.7630810867037645	0.5967741454214399	0.8043477386578545
P19508_Q9Y4B6	98	307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.76239	0.61	17.514	37.54	Viruses	False	0.7816486377686259	0.5486725178165913	0.7126435962478624
P05534_Q9YXL6	274	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2659677637931756	0.0	0.0
P36649_Q00987	474	87	0.9420000000000001	0.064	0.86295	1.78	10.443	18.636	0.017	0.81012	1.61	14.765999999999998	41.792	0.028999999999999998	0.82449	1.84	12.179	30.476	0.037000000000000005	0.82191	1.82	9.057	28.186	0.068	0.85444	1.9	11.145999999999999	17.688	0.064	0.8766200000000001	0.8	14.512	25.111	Bacteria	True	0.2517172143740415	0.310344720570786	0.4090907231405803
P11207_Q16531	182	1137	0.97	0.015	0.8805799999999999	1.53	21.255	42.332	0.011000000000000001	0.79982	3.48	24.131999999999998	49.574	0.008	0.8287399999999999	2.55	13.960999999999999	74.495	0.01	0.82965	2.53	12.815999999999999	63.785	0.012	0.83111	2.48	12.571	55.903999999999996	0.05	0.72727	3.89	11.628	22.506999999999998	Viruses	False	0.3378573495571406	0.5925923731139359	0.1568627297193402
O43521_Q08FX8	18	133	0.981	0.8540000000000001	0.95595	1.24	0.919	1.248	0.051	0.69901	1.35	9.772	21.929000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.84719	0.71	17.574	45.005	0.002	0.8831200000000001	0.0	51.923	131.925	Viruses	False	0.6634238529934596	0.4754097581295478	0.8529409256056101
B2YGA4_P13987	472	77	0.9	0.5820000000000001	0.76056	3.63	0.968	16.473	0.054000000000000006	0.6782	2.58	13.307	20.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.8081699999999999	1.89	20.816	53.84	Bacteria	False	0.7441562924185157	0.4629628772290968	0.3472221739969202
P16757_Q29980	137	172	0.988	0.011000000000000001	0.52889	1.57	15.078	57.058	0.009000000000000001	0.5444100000000001	0.98	18.233	59.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.53135	0.73	13.948	53.691	Viruses	False	0.3010823996027357	0.1234567748818796	0.1851851508916387
O95639_P03495	57	119	1.0	0.005	0.6411	0.74	27.253	77.258	0.009000000000000001	0.29972	1.6	20.633000000000003	56.872	0.015	0.62183	1.32	14.228	45.63	0.028999999999999998	0.63462	1.57	12.263	36.513000000000005	0.025	0.62098	1.32	12.488	33.537	0.054000000000000006	0.68306	2.23	9.448	23.671	Viruses	False	0.1956043944457563	0.1499999625000093	0.1499999625000093
P10147_Q2F862	49	218	0.966	0.8009999999999999	0.9737100000000001	1.04	1.296	2.387	0.016	0.53787	3.89	14.954	42.651	0.042	0.81081	1.32	10.948	24.523000000000003	0.040999999999999995	0.8016399999999999	1.15	9.037	26.076	0.038	0.80175	1.05	10.112	26.607	0.02	0.81648	0.0	15.950999999999999	36.282	Viruses	False	0.7521934925424545	0.5573769578070561	0.9189186705625214
P40189_Q98823	301	167	0.9890000000000001	0.863	0.96299	1.6	0.574	3.835	0.004	0.5353	3.61	30.275	83.902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.8351200000000001	3.4	2.576	12.025	Viruses	False	0.7317953467013115	0.6774191363164076	0.7777774897120409
P30460_X2G898	269	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157	0.92294	1.43	4.163	15.046	0.27899999999999997	0.95465	1.21	2.526	9.193	0.012	0.94788	0.92	14.413	54.369	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2520655985179878	0.0	0.0
G9EPL4_P62820	279	170	0.9890000000000001	0.836	0.9873200000000001	0.81	0.961	1.4480000000000002	0.008	0.40981000000000006	3.21	20.754	63.732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.72037	2.69	12.134	20.927	Bacteria	False	0.7745887914801759	0.6415093129227711	0.6415093129227711
P01892_Q6SW59	274	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.91532	1.58	4.372	26.910999999999998	0.084	0.9194	1.51	3.763	23.423000000000002	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2201465159675621	0.0142857122448982	0.0344827467300873
P08631_Q5QGG3	51	131	0.95	0.013999999999999999	0.6267199999999999	1.83	15.729000000000001	46.394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.61157	1.59	13.097999999999999	38.191	0.040999999999999995	0.69634	1.57	9.147	26.143	Viruses	False	0.3069881405859602	0.0	0.0
P05534_Q9YYU8	274	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027000000000000003	0.94296	0.97	8.265	37.855	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2552610749446247	0.0	0.0
P08362_P15529	400	126	0.987	0.006999999999999999	0.73598	1.32	24.169	65.416	0.008	0.6005699999999999	3.76	21.148000000000003	59.611999999999995	0.009000000000000001	0.7388600000000001	1.58	22.523000000000003	57.878	0.004	0.73478	1.39	34.04	80.328	0.005	0.73224	1.28	29.605	80.26	0.015	0.77165	1.1	17.563	43.43600000000001	Viruses	False	0.2346408615622966	0.0370370233196209	0.0178571396683679
P01730_P35961	181	300	0.963	0.473	0.9291299999999999	1.72	7.507999999999999	4.346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.5887600000000001	0.85	30.471999999999998	84.934	0.011000000000000001	0.58632	1.28	20.317	50.095	0.031	0.64005	1.38	8.658	42.353	Viruses	False	0.6252158119084965	0.7999998222222616	0.5999999000000167
P17150_Q13651	135	201	0.9640000000000001	0.618	0.86214	1.34	0.812	21.458000000000002	0.023	0.5371199999999999	2.97	16.194000000000003	33.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.62605	2.21	11.823	38.842	Viruses	False	0.731565436428585	0.6956520226843429	0.6153844970414428
P69732_Q8WUM4	8	695	1.0	0.898	0.98795	0.91	0.5760000000000001	1.597	0.40700000000000003	0.77941	4.35	2.9139999999999997	7.18	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.972	1.24	16.445999999999998	54.34	0.006999999999999999	0.9748	1.08	20.089000000000002	65.658	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.45822692265441	0.3863635485537389	0.8499995750002125
M4NKV9_Q14332	505	121	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.26932	5.64	21.323	82.512	0.004	0.72225	2.9	32.12	84.522	0.003	0.72302	2.89	44.025	104.851	0.002	0.7234	2.88	46.88	122.538	0.01	0.80702	0.0	21.734	52.391000000000005	Bacteria	False	-1.0	-1.0	-1.0
B0B999_P0CG47	238	75	0.987	0.027000000000000003	0.74235	1.05	11.307	32.781	0.045	0.71932	2.53	9.842	23.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.7682100000000001	1.85	5.034	20.298	0.028999999999999998	0.75189	0.66	11.116	31.263	Bacteria	True	0.6919080130128944	0.3975903135433357	0.4925372399198149
D9J353_P30505	9	273	0.993	0.262	0.96083	0.95	3.696	13.344000000000001	0.043	0.92665	1.24	7.386	27.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.4813789792713558	0.6451610822061026	0.7692304733728949
P26554_Q12959	10	89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.6706087406770267	0.0333333222222259	0.0344827467300873
P0C6H2_Q861F6	9	274	1.0	0.006	0.95281	0.71	18.548	83.709	0.013000000000000001	0.92925	1.25	11.949000000000002	53.43600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2554848012002341	0.0344827467300873	0.0384615236686447
P0CG47_Q6TQR6	75	153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.6401899999999999	1.08	16.546	44.948	0.0	0.0	0.0	0.0	0.0	0.040999999999999995	0.6728	1.35	12.205	30.526999999999997	0.315	0.8478600000000001	2.62	3.637	6.584	Viruses	False	-1.0	-1.0	-1.0
O00629_P31345	417	74	1.0	0.008	0.8377399999999999	0.94	25.572	58.411	0.011000000000000001	0.8336	1.18	19.5	50.093	0.038	0.83855	1.65	12.659	33.915	0.011000000000000001	0.8323	1.48	23.178	59.086999999999996	0.022000000000000002	0.8301200000000001	1.62	16.637999999999998	41.516000000000005	0.126	0.89546	1.46	5.388	13.597999999999999	Viruses	False	0.473667766936415	0.0377358419366335	0.0243902409280193
P60953_Q9R8E4	173	152	1.0	0.887	0.98765	0.89	0.907	0.797	0.048	0.5534600000000001	3.1	13.583	22.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027000000000000003	0.60375	2.71	15.270999999999999	30.648000000000003	Bacteria	False	0.8737499596632028	0.7575756427915692	0.7936506676744971
P04439_Q9YYU8	274	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044000000000000004	0.8884799999999999	1.86	7.1339999999999995	27.156	0.048	0.88589	1.86	6.765	25.791999999999998	0.027000000000000003	0.89261	1.81	9.137	34.891999999999996	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2809444060734571	0.0845070303511224	0.1999999333333555
P06463_Q9HD26	10	87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.8531299999999999	1.3	3.614	13.019	0.322	0.8704200000000001	1.31	2.331	7.727	0.003	0.85477	1.12	30.447	111.485	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3503537226095793	0.3255813196322512	0.466666511111163
O36972_P63098	30	155	0.981	0.009000000000000001	0.81214	0.96	23.34	56.763999999999996	0.016	0.8004600000000001	1.18	13.327	44.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.84224	0.69	14.365	44.982	Viruses	False	0.2327769381252268	0.11428569795918599	0.3199998720000512
P62837_Q5X159	146	183	0.997	0.882	0.9702700000000001	1.16	0.522	3.2760000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08900000000000001	0.46047	2.89	8.544	27.028000000000002	0.006999999999999999	0.55152	0.0	22.398000000000003	67.619	Bacteria	False	0.8536621898930957	0.5862066944114847	0.5862066944114847
K9N7C7_P0CG47	314	74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.6784	1.99	8.03	15.407	0.028999999999999998	0.62322	2.11	14.332	29.355	0.017	0.6383	0.89	15.979000000000001	39.874	0.034	0.81174	0.5	19.725	51.096000000000004	Viruses	False	-1.0	-1.0	-1.0
P01730_Q8Q7Z9	181	101	0.8370000000000001	0.015	0.41003999999999996	2.83	19.058	42.184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.63239	0.99	18.224	67.889	Viruses	False	0.1864470388327902	0.499998750003125	0.0666666444444518
P12493_Q16630	206	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027000000000000003	0.5400699999999999	1.47	8.078	38.454	0.034	0.5370699999999999	1.52	8.749	29.924	0.026000000000000002	0.53993	1.45	9.357999999999999	36.12	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.316900057257824	0.0503144622443734	0.347825935727854
P61586_Q9AJW7	180	181	0.997	0.9309999999999999	0.98316	1.04	0.597	1.167	0.016	0.52282	2.59	22.601	40.37	0.019	0.5118699999999999	2.52	16.305999999999997	37.603	0.018000000000000002	0.49956000000000006	1.89	17.709	38.25	0.019	0.53377	2.8	20.654	41.538999999999994	0.037000000000000005	0.60744	2.94	14.222000000000001	25.555	Bacteria	False	0.9031239303499632	0.7966100344728755	0.6351350493060743
Q2UW42_S6B291	51	188	0.882	0.002	0.7225199999999999	1.7	52.455	111.37100000000001	0.006	0.64654	2.78	28.342	66.578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.7370899999999999	1.54	8.607999999999999	15.454	0.016	0.80505	0.0	15.235999999999999	42.161	Bacteria	False	0.2887372751752526	0.1111110699588629	0.1071428188775646
Q2UW42_Q6GMX6	51	170	0.825	0.008	0.61975	1.13	23.901	59.102	0.006	0.5524	2.6	25.15	67.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33299999999999996	0.48495	3.73	0.062	835.22	0.017	0.80392	0.23	14.717	42.012	Bacteria	False	0.2077387528803835	0.0	0.0
P03255_P06400	10	337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.5101719234995116	0.2222221810699664	0.2790697025419296
A0A509GV61_F5H747	191	146	0.9309999999999999	0.502	0.87587	2.42	2.589	4.489	0.006999999999999999	0.44404	2.61	17.046	72.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.56555	2.26	18.597	40.931	Bacteria	True	0.7070325581199326	0.7313431744263919	0.5212765402897297
P61088_Q8VSD5	152	191	0.991	0.644	0.93066	2.01	2.117	3.8160000000000003	0.035	0.61244	3.48	15.513	26.245	0.07	0.6602100000000001	3.15	9.567	17.8	0.026000000000000002	0.58391	2.73	13.985	31.97	0.113	0.66433	3.32	6.936	16.016	0.018000000000000002	0.57257	1.16	12.343	41.474	Bacteria	False	0.8646224013594138	0.6666665185185514	0.697674256354824
Q1HVJ0_Q9UER7	180	205	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.43461000000000005	1.91	25.888	69.512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.54165	1.61	12.958	41.94	Viruses	False	-1.0	-1.0	-1.0
B9V0E2_P0DOX5	142	155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.61064	0.94	11.003	52.70399999999999	Viruses	False	-1.0	-1.0	-1.0
P07948_P22575	60	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.6123399125028063	0.0249999968750003	0.0606060422405932
P63104_Q93SQ3	230	11	1.0	0.004	0.9381200000000001	0.84	21.438000000000002	94.76100000000001	0.053	0.9223299999999999	1.16	5.902	25.583000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.8974180442427703	0.2409638263899004	0.5882351211073172
P06437_Q9UKJ1	7	118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.8975200000000001	1.29	8.622	29.909000000000002	0.052000000000000005	0.89974	1.27	7.2829999999999995	23.518	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2182882688628329	0.0	0.0
Q00534_Q01043	297	244	1.0	0.883	0.98605	0.99	0.682	1.391	0.647	0.95234	1.89	1.964	2.883	0.0	0.0	0.0	0.0	0.0	0.008	0.46356	2.76	25.399	57.093	0.011000000000000001	0.47636999999999996	2.89	17.028	53.591	0.015	0.5283399999999999	3.38	18.114	55.723	Viruses	False	0.9102929594747822	0.7764704968858238	0.7096773430454469
Q07812_Q9DHU6	21	140	0.958	0.049	0.7013699999999999	1.41	10.415	22.305	0.049	0.69289	1.59	10.081	22.395	0.064	0.7225	1.33	9.554	20.347	0.009000000000000001	0.7055	1.27	21.377	58.106	0.011000000000000001	0.70741	1.26	18.727999999999998	52.31	0.024	0.8695700000000001	0.0	14.445	32.91	Viruses	True	0.4418927492336796	0.1111110802469221	0.1052631301939131
P0CG48_Q5ZSK8	76	311	1.0	0.005	0.7981199999999999	0.23	32.479	70.438	0.013000000000000001	0.59938	3.13	13.42	50.108999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.8290000000000001	1.6	7.547000000000001	16.747	Bacteria	False	0.6748217183199577	0.4805194181143613	0.3775509818825528
P0DKX7_P62158	351	69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.8331	0.41	19.714000000000002	45.083	Bacteria	False	-1.0	-1.0	-1.0
P61964_Q9YP60	305	5	1.0	0.025	0.9757299999999999	0.62	9.142999999999999	37.672	0.10099999999999999	0.9748700000000001	0.7	4.312	17.349	0.045	0.97735	0.59	5.8870000000000005	30.3	0.21	0.97798	0.56	2.427	12.5	0.147	0.98055	0.44	2.96	15.22	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.466323896130659	0.1186440476874495	0.4999996428573979
P03167_Q16531	14	1114	0.8690000000000001	0.43700000000000006	0.80843	4.23	4.021	11.847999999999999	0.045	0.8384799999999999	4.53	7.989	25.311999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.8276773770160014	0.5454544628099298	0.8999997750000561
P62820_Q7DB50	171	344	0.987	0.8909999999999999	0.9931200000000001	0.68	0.606	1.482	0.016	0.3314	1.87	18.975	41.405	0.024	0.68191	1.7	12.901	33.650999999999996	0.017	0.67719	1.39	16.432000000000002	40.400999999999996	0.051	0.7442	2.13	12.505999999999998	21.201	0.151	0.6765899999999999	1.27	5.452000000000001	37.25	Bacteria	False	0.8533725339952881	0.3582089017598654	0.2696628910491133
H6A3H4_P13688	353	107	1.0	0.643	0.96478	1.34	5.417000000000001	1.301	0.002	0.6117600000000001	3.82	49.236999999999995	117.03399999999999	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.75149	0.71	17.279	51.323	0.006	0.7528100000000001	0.63	24.011	69.78399999999999	0.009000000000000001	0.76739	0.0	17.176	61.896	Bacteria	False	0.6065564447602831	0.7499998557692584	0.7358489177643551
P01903_Q52T95	178	213	1.0	0.011000000000000001	0.53236	1.22	10.024	85.557	0.005	0.4403	1.3	24.398000000000003	75.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.54476	0.0	14.817	87.17	Bacteria	False	0.7027045190523186	0.0208333289930564	0.3333322222259259
G4XFJ5_P01730	334	177	0.9470000000000001	0.495	0.92504	2.29	4.9910000000000005	5.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.6583	0.0	22.851999999999997	75.53399999999999	Viruses	True	0.7572769321885685	0.7857140986395003	0.6734692503123979
P55957_Q85365	29	136	0.978	0.05	0.81898	0.81	9.385	22.628	0.009000000000000001	0.62947	1.69	22.241999999999997	56.696000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.82635	0.0	15.424000000000001	35.338	Viruses	False	0.2128911559829137	0.3846152859960804	0.3191488682661982
P30460_Q9YRL3	276	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2116805910994237	0.0	0.0
P04601_P05534	9	274	1.0	0.032	0.94686	0.86	6.54	38.829	0.053	0.9096	1.35	7.144	23.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052000000000000005	0.94489	0.91	6.308	24.989	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2608587663492051	0.0	0.0
P01891_Q70626	272	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.9471700000000001	0.9	9.911	38.326	0.03	0.9501799999999999	0.83	8.78	33.52	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.23531980151001897	0.2857141496599287	0.2222221399177259
A0A0H3B1Q8_Q15843	248	74	0.997	0.94	0.99367	0.55	0.415	0.8190000000000001	0.046	0.42794	4.72	15.095	22.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.89702	2.02	3.9810000000000003	7.337999999999999	Bacteria	False	0.90172136328707	0.5507245578660059	0.6333332277777953
